// 8 25
// 9 24
// 9 24.5
// 8 25.5
// The following stables colored squares:
CS (38, 308) (75, 2) - 1 5 14 4 10 2 2 2 12 4 12 4 12 2 2 2 10 4 14 5 1 19 6 18 6 20 7 1 13 4 13 1 7 20 6 18 6 19
CS (44, 400) (75, 149) - 1 5 14 4 12 4 12 4 12 4 12 4 14 5 1 21 7 1 15 6 21 1 5 16 6 20 6 17 1 6 1 17 6 20 6 16 5 1 21 6 15 1 7 21
CS (60, 516) (76, 50) - 1 5 12 4 14 4 10 4 14 4 12 5 1 19 6 17 1 6 1 19 6 16 4 10 4 14 5 1 19 6 18 6 19 1 6 1 16 1 6 1 19 6 18 6 19 1 5 14 4 10 4 16 6 19 1 6 1 17 6 19
CS (30, 284) (77, 402) - 1 5 16 6 20 6 17 1 6 1 17 6 20 6 16 5 1 21 6 14 4 12 4 12 4 12 4 14 6 21
CS (40, 380) (78, 123) - 1 7 20 6 14 4 10 4 12 4 13 1 7 20 7 1 13 4 12 4 10 4 14 6 20 7 1 15 6 18 6 18 6 16 6 18 6 18 6 15
CS (46, 356) (78, 266) - 1 5 12 4 10 4 12 4 12 6 19 1 5 12 4 12 5 1 19 6 12 4 12 4 10 4 12 5 1 19 6 12 4 12 4 8 2 4 2 8 4 12 4 12 6 19
CS (52, 388) (78, 336) - 1 5 12 2 2 2 10 4 14 4 10 4 14 4 10 2 2 2 12 5 1 19 6 17 1 6 1 19 6 16 5 1 20 1 6 1 16 1 6 1 20 1 5 16 6 19 1 6 1 17 6 19
CS (60, 452) (78, 382) - 1 5 12 4 10 2 2 2 10 4 14 6 18 6 17 1 5 12 5 1 17 6 18 6 14 4 10 2 2 2 10 4 12 5 1 17 4 6 2 6 2 6 4 16 6 18 6 16 6 18 6 16 4 6 2 6 2 6 4 17
CS (78, 644) (78, 5) - 1 5 16 4 8 2 4 2 10 4 12 4 12 2 2 2 10 4 12 4 14 6 21 1 5 16 6 20 6 14 4 12 4 12 4 12 4 12 4 14 6 20 6 16 5 1 21 6 14 4 12 4 10 2 2 2 12 4 12 4 10 2 4 2 8 4 16 5 1 21 6 16 6 20 6 16 6 21
CS (34, 296) (79, 599) - 1 5 12 4 14 6 21 1 5 16 6 20 7 1 14 1 7 20 6 16 5 1 21 6 14 4 12 5 1 18 1 6 1 18
CS (48, 396) (79, 72) - 1 5 12 4 12 4 12 5 1 18 1 6 1 17 6 16 6 20 7 1 15 6 19 1 6 1 15 4 8 4 15 1 6 1 19 6 15 1 7 20 6 16 6 17 1 6 1 18
CS (92, 712) (79, 24) - 1 5 14 4 10 2 4 2 8 2 4 2 8 2 4 2 8 2 4 2 10 4 14 5 1 20 1 6 1 15 5 1 20 1 5 14 4 10 4 16 6 20 6 16 5 1 21 6 15 1 7 21 1 5 14 4 12 4 12 4 12 4 14 5 1 21 7 1 15 6 21 1 5 16 6 20 6 16 4 10 4 14 5 1 20 1 5 15 1 6 1 20
CS (30, 252) (80, 484) - 1 5 12 4 14 6 21 1 5 14 4 12 4 12 4 12 4 12 4 14 5 1 21 6 14 4 12 5 1 18
CS (38, 276) (80, 597) - 1 5 12 4 12 5 1 17 4 6 2 6 2 8 4 14 5 1 19 6 16 4 8 4 16 6 19 1 5 14 4 8 2 6 2 6 4 17
CS (48, 404) (80, 310) - 1 5 12 4 12 4 12 4 12 4 12 4 12 4 12 4 12 4 12 4 12 4 12 5 1 17 6 20 6 14 4 12 4 12 5 1 18 1 5 12 4 12 4 14 6 20 6 17
CS (52, 452) (80, 270) - 1 5 14 5 1 19 6 18 6 18 4 6 2 8 4 16 5 1 21 6 16 4 8 2 6 4 18 6 18 6 18 4 6 2 8 4 16 6 21 1 5 16 4 8 2 6 4 18 6 18 6 19
CS (56, 444) (80, 13) - 1 5 12 4 12 4 12 4 12 4 14 6 21 1 5 16 6 20 6 16 6 20 6 16 5 1 21 6 14 4 12 4 12 4 12 4 12 5 1 17 4 6 2 8 2 4 2 8 2 4 2 8 2 6 4 17
CS (106, 912) (80, 144) - 1 5 12 4 12 4 12 4 12 4 12 4 12 4 12 4 12 4 12 4 12 4 12 5 1 17 4 8 4 16 6 20 6 15 1 7 20 6 17 1 6 1 18 1 5 12 4 12 4 14 6 20 6 16 5 1 21 6 14 4 12 5 1 18 1 6 1 18 1 5 12 4 14 6 21 1 5 16 6 20 6 14 4 12 4 12 5 1 18 1 6 1 17 6 20 7 1 15 6 20 6 16 4 8 4 17
OSO (19, 175) (81, 32) - 1 6 1 15 4 8 4 16 6 18 6 16 6 20 7 1 15 6 19
OSO (19, 191) (81, 201) - 1 5 16 6 18 6 18 6 18 6 16 6 20 6 15 1 6 1 20
CS (48, 396) (81, 470) - 1 5 12 4 12 4 14 5 1 20 1 5 14 4 12 4 12 5 1 17 6 20 6 16 5 1 20 1 6 1 15 5 1 20 1 5 15 1 6 1 20 1 5 16 6 20 6 17
OSO (17, 135) (82, 10) - 1 5 12 2 2 2 10 4 14 4 10 4 16 6 18 6 19
OSO (19, 143) (82, 86) - 1 5 14 4 10 4 14 4 8 2 6 4 17 1 6 1 17 6 19
CS (48, 380) (82, 323) - 1 5 16 4 8 4 16 4 8 2 6 4 17 1 6 1 17 4 6 2 8 4 16 4 8 4 16 5 1 21 6 14 4 12 4 12 4 12 4 12 4 12 4 12 4 14 6 21
CS (48, 396) (82, 297) - 1 5 12 4 12 4 14 5 1 20 1 5 15 1 6 1 20 1 5 16 6 20 6 16 5 1 20 1 6 1 15 5 1 20 1 5 14 4 12 4 12 5 1 17 6 20 6 17
CS (48, 408) (82, 1550) - 1 5 12 4 12 4 12 4 12 4 12 5 1 18 1 5 12 4 12 4 13 1 7 20 6 16 6 20 7 1 14 1 7 20 6 16 6 20 7 1 13 4 12 4 12 5 1 18
CS (50, 372) (82, 3812) - 1 5 14 4 10 2 4 2 6 4 18 6 17 1 6 1 17 6 18 4 6 2 4 2 10 4 14 5 1 19 6 18 6 16 4 8 2 4 2 8 2 4 2 8 4 16 6 18 6 19
CS (56, 484) (82, 556) - 1 5 14 5 1 19 6 16 4 6 2 6 2 8 4 14 6 20 7 1 15 6 18 6 18 6 14 4 12 4 10 4 12 4 14 6 18 6 18 6 15 1 7 20 6 14 4 8 2 6 2 6 4 16 6 19
CS (66, 476) (82, 4) - 1 5 14 4 12 4 10 2 4 2 8 4 16 4 8 4 17 1 6 1 17 4 8 4 16 4 8 2 4 2 10 4 12 4 14 5 1 21 6 14 4 10 2 2 2 12 4 12 4 12 4 12 4 12 4 12 4 12 2 2 2 10 4 14 6 21
CS (70, 628) (82, 145) - 1 5 12 4 12 2 2 2 10 4 12 4 12 4 12 4 12 4 12 4 12 4 10 2 2 2 12 4 12 5 1 19 6 16 6 20 6 16 6 20 6 14 4 12 5 1 19 6 16 6 20 6 16 6 19 1 5 12 4 14 6 20 6 16 6 20 6 16 6 19
OSO (15, 111) (83, 88) - 1 5 12 4 14 6 19 1 6 1 16 1 6 1 18
CS (52, 504) (83, 649) - 1 5 16 4 8 4 17 1 6 1 17 6 20 6 16 6 20 6 17 1 6 1 17 4 8 4 16 5 1 21 6 16 6 20 6 16 6 21 1 5 16 5 1 21 6 16 6 20 6 16 6 21
